model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K_HIRES,2119,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2119,log_life_lt_3,3.0,4,0.2076716423034668,0.22474969923496246,0.2076716423034668
MATCH_250K_HIRES,2119,log_life_lt_4,4.0,11,0.15608611702919006,0.18329420685768127,0.1410847306251526
MATCH_250K_HIRES,2119,log_life_lt_5,5.0,46,0.07758263498544693,0.11907847225666046,0.05853215977549553
MATCH_250K_HIRES,2119,log_life_lt_6,6.0,235,0.03389847278594971,0.06785573810338974,0.000634655065368861
MATCH_250K_HIRES,2536,all,all,679,0.020380623638629913,0.05351715907454491,-0.0033028956968337297
MATCH_250K_HIRES,2536,log_life_lt_2,2.0,1,0.29066669940948486,0.29066669940948486,0.29066669940948486
MATCH_250K_HIRES,2536,log_life_lt_3,3.0,4,0.33520928025245667,0.3583970367908478,0.33520928025245667
MATCH_250K_HIRES,2536,log_life_lt_4,4.0,8,0.2006600946187973,0.25943702459335327,0.19458185136318207
MATCH_250K_HIRES,2536,log_life_lt_5,5.0,57,0.0653318464756012,0.12037566304206848,0.02671956829726696
MATCH_250K_HIRES,2536,log_life_lt_6,6.0,239,0.03200346603989601,0.07705960422754288,-0.001750172465108335
MATCH_250K_HIRES,4203,all,all,679,0.016493994742631912,0.04055851325392723,-0.0008523729047738016
MATCH_250K_HIRES,4203,log_life_lt_2,2.0,2,0.35836201906204224,0.3584750294685364,0.35836201906204224
MATCH_250K_HIRES,4203,log_life_lt_3,3.0,4,0.3347015678882599,0.33559754490852356,0.3347015678882599
MATCH_250K_HIRES,4203,log_life_lt_4,4.0,12,0.18015332520008087,0.22075104713439941,0.06265044957399368
MATCH_250K_HIRES,4203,log_life_lt_5,5.0,119,0.029291348531842232,0.07374081015586853,-0.001283834921196103
MATCH_250K_HIRES,4203,log_life_lt_6,6.0,264,0.024176767095923424,0.0592990443110466,0.0005425824201665819
MATCH_250K_HIRES,3254,all,all,679,0.019407149404287338,0.055308837443590164,0.0016562461387366056
MATCH_250K_HIRES,3254,log_life_lt_2,2.0,3,0.39164409041404724,0.4018997848033905,0.39164409041404724
MATCH_250K_HIRES,3254,log_life_lt_3,3.0,6,0.3578183352947235,0.3719383180141449,0.3578183352947235
MATCH_250K_HIRES,3254,log_life_lt_4,4.0,18,0.17913202941417694,0.23163922131061554,0.10995892435312271
MATCH_250K_HIRES,3254,log_life_lt_5,5.0,126,0.04104551300406456,0.09691259264945984,0.0068612005561590195
MATCH_250K_HIRES,3254,log_life_lt_6,6.0,265,0.029414067044854164,0.07760434597730637,0.0027036170940846205
MATCH_250K_HIRES,3725,all,all,679,0.020661622285842896,0.05816299095749855,-0.0034879534505307674
MATCH_250K_HIRES,3725,log_life_lt_2,2.0,1,0.3581063747406006,0.3581063747406006,-0.3581063747406006
MATCH_250K_HIRES,3725,log_life_lt_3,3.0,4,0.2625313401222229,0.28137415647506714,-0.2625313401222229
MATCH_250K_HIRES,3725,log_life_lt_4,4.0,15,0.1426389068365097,0.18360164761543274,-0.11915352940559387
MATCH_250K_HIRES,3725,log_life_lt_5,5.0,149,0.0380890890955925,0.09564609080553055,-0.022130975499749184
MATCH_250K_HIRES,3725,log_life_lt_6,6.0,285,0.030767962336540222,0.08161166310310364,-0.008808823302388191
MATCH_250K_HIRES,1260,all,all,679,0.017053445801138878,0.0426982156932354,-0.0047582900151610374
MATCH_250K_HIRES,1260,log_life_lt_2,2.0,2,0.18287962675094604,0.20311647653579712,0.18287962675094604
MATCH_250K_HIRES,1260,log_life_lt_3,3.0,4,0.16430291533470154,0.20450666546821594,0.1641610562801361
MATCH_250K_HIRES,1260,log_life_lt_4,4.0,9,0.1304478794336319,0.1816738396883011,0.04770057648420334
MATCH_250K_HIRES,1260,log_life_lt_5,5.0,36,0.07105348259210587,0.10987609624862671,0.02755831740796566
MATCH_250K_HIRES,1260,log_life_lt_6,6.0,220,0.02703767642378807,0.06165646016597748,-0.0033864991273730993
MATCH_250K_HIRES,1558,all,all,679,0.02012760378420353,0.04976500943303108,-0.004433674272149801
MATCH_250K_HIRES,1558,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1558,log_life_lt_3,3.0,2,0.20127880573272705,0.25940075516700745,-0.16363251209259033
MATCH_250K_HIRES,1558,log_life_lt_4,4.0,6,0.24502567946910858,0.33352184295654297,-0.03553847596049309
MATCH_250K_HIRES,1558,log_life_lt_5,5.0,28,0.09661033004522324,0.1726056933403015,-0.0013271825155243278
MATCH_250K_HIRES,1558,log_life_lt_6,6.0,209,0.030759043991565704,0.08013038337230682,-0.005800036247819662
MATCH_250K_HIRES,3269,all,all,679,0.017762359231710434,0.04777791351079941,-0.005180318374186754
MATCH_250K_HIRES,3269,log_life_lt_2,2.0,2,0.18598800897598267,0.19843998551368713,0.18598800897598267
MATCH_250K_HIRES,3269,log_life_lt_3,3.0,3,0.28415414690971375,0.3212600350379944,-0.036170125007629395
MATCH_250K_HIRES,3269,log_life_lt_4,4.0,11,0.15548866987228394,0.20177923142910004,-0.0553954616189003
MATCH_250K_HIRES,3269,log_life_lt_5,5.0,95,0.03584173694252968,0.07634107768535614,-0.017528342083096504
MATCH_250K_HIRES,3269,log_life_lt_6,6.0,247,0.02834613434970379,0.07198487967252731,-0.013221765868365765
MATCH_250K_HIRES,4046,all,all,679,0.020169591531157494,0.05175406113266945,-0.0029611862264573574
MATCH_250K_HIRES,4046,log_life_lt_2,2.0,2,0.1478227972984314,0.14880625903606415,0.1478227972984314
MATCH_250K_HIRES,4046,log_life_lt_3,3.0,4,0.1178601086139679,0.12378793209791183,0.1178601086139679
MATCH_250K_HIRES,4046,log_life_lt_4,4.0,14,0.10187938064336777,0.11375976353883743,0.06915752589702606
MATCH_250K_HIRES,4046,log_life_lt_5,5.0,70,0.05224519968032837,0.08820076286792755,0.0238827895373106
MATCH_250K_HIRES,4046,log_life_lt_6,6.0,245,0.0291979368776083,0.07047629356384277,0.0010896074818447232
MATCH_250K_HIRES,756,all,all,679,0.02295723930001259,0.05921527370810509,-0.005685155745595694
MATCH_250K_HIRES,756,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,756,log_life_lt_3,3.0,4,0.16520380973815918,0.1936146318912506,-0.16520380973815918
MATCH_250K_HIRES,756,log_life_lt_4,4.0,8,0.223445862531662,0.26961708068847656,-0.12151095271110535
MATCH_250K_HIRES,756,log_life_lt_5,5.0,29,0.10941588133573532,0.17518876492977142,-0.07532817870378494
MATCH_250K_HIRES,756,log_life_lt_6,6.0,221,0.03863741457462311,0.09112192690372467,-0.017407987266778946
MATCH_250K_HIRES,1010,all,all,679,0.023983703926205635,0.06209273636341095,-0.0009125638171099126
MATCH_250K_HIRES,1010,log_life_lt_2,2.0,3,0.42650774121284485,0.4298800826072693,0.42650774121284485
MATCH_250K_HIRES,1010,log_life_lt_3,3.0,8,0.3126165270805359,0.38524582982063293,0.2884875535964966
MATCH_250K_HIRES,1010,log_life_lt_4,4.0,28,0.12976066768169403,0.21844549477100372,0.10055474936962128
MATCH_250K_HIRES,1010,log_life_lt_5,5.0,174,0.03368460386991501,0.09257450699806213,0.014497838914394379
MATCH_250K_HIRES,1010,log_life_lt_6,6.0,301,0.031114188954234123,0.08280714601278305,0.005564607214182615
MATCH_250K_HIRES,2794,all,all,679,0.019932806491851807,0.05143509805202484,-0.004743214230984449
MATCH_250K_HIRES,2794,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2794,log_life_lt_3,3.0,3,0.1679190844297409,0.16991457343101501,-0.1679190844297409
MATCH_250K_HIRES,2794,log_life_lt_4,4.0,6,0.24439017474651337,0.27422237396240234,-0.10530408471822739
MATCH_250K_HIRES,2794,log_life_lt_5,5.0,100,0.033449891954660416,0.0775679424405098,-0.0075495075434446335
MATCH_250K_HIRES,2794,log_life_lt_6,6.0,246,0.026795340701937675,0.06768644601106644,-0.008561807684600353
MATCH_250K_HIRES,2905,all,all,679,0.025545634329319,0.07217086106538773,0.0017993362853303552
MATCH_250K_HIRES,2905,log_life_lt_2,2.0,2,0.6617738604545593,0.6697593927383423,0.6617738604545593
MATCH_250K_HIRES,2905,log_life_lt_3,3.0,4,0.6523393392562866,0.6820161938667297,0.6523393392562866
MATCH_250K_HIRES,2905,log_life_lt_4,4.0,11,0.32565954327583313,0.4373394846916199,0.31159380078315735
MATCH_250K_HIRES,2905,log_life_lt_5,5.0,83,0.06954090297222137,0.16860318183898926,0.04336598515510559
MATCH_250K_HIRES,2905,log_life_lt_6,6.0,243,0.03519114479422569,0.10331873595714569,0.011032567359507084
MATCH_250K_HIRES,1870,all,all,679,0.01700912043452263,0.03834382817149162,-0.000247880001552403
MATCH_250K_HIRES,1870,log_life_lt_2,2.0,3,0.08911510556936264,0.11902865022420883,0.08894781023263931
MATCH_250K_HIRES,1870,log_life_lt_3,3.0,6,0.1360950618982315,0.1590411514043808,-0.04706360772252083
MATCH_250K_HIRES,1870,log_life_lt_4,4.0,25,0.08037900924682617,0.10872698575258255,-0.010793195106089115
MATCH_250K_HIRES,1870,log_life_lt_5,5.0,159,0.025931909680366516,0.054569024592638016,-0.00793792586773634
MATCH_250K_HIRES,1870,log_life_lt_6,6.0,299,0.022008109837770462,0.050432510673999786,-0.002869002753868699
MATCH_250K_HIRES,2229,all,all,679,0.0208562221378088,0.05148281902074814,-0.006695998832583427
MATCH_250K_HIRES,2229,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2229,log_life_lt_3,3.0,4,0.14263343811035156,0.15105368196964264,-0.09063982963562012
MATCH_250K_HIRES,2229,log_life_lt_4,4.0,7,0.1570054143667221,0.1870337724685669,-0.020204713568091393
MATCH_250K_HIRES,2229,log_life_lt_5,5.0,66,0.05049031972885132,0.09148571640253067,-0.01424690056592226
MATCH_250K_HIRES,2229,log_life_lt_6,6.0,244,0.03022429160773754,0.07067208737134933,-0.009545323438942432
MATCH_250K_HIRES,1173,all,all,679,0.017991339787840843,0.055495236068964005,-0.0014347870601341128
MATCH_250K_HIRES,1173,log_life_lt_2,2.0,2,0.11044174432754517,0.112712562084198,0.11044174432754517
MATCH_250K_HIRES,1173,log_life_lt_3,3.0,4,0.13167110085487366,0.14333213865756989,0.13167110085487366
MATCH_250K_HIRES,1173,log_life_lt_4,4.0,6,0.13927267491817474,0.1471809595823288,0.08977315574884415
MATCH_250K_HIRES,1173,log_life_lt_5,5.0,53,0.06012175604701042,0.14119479060173035,0.03959301859140396
MATCH_250K_HIRES,1173,log_life_lt_6,6.0,236,0.02667008340358734,0.07906027883291245,-0.00028293466311879456
MATCH_250K_HIRES,1832,all,all,679,0.02024560607969761,0.04900317266583443,0.0010962741216644645
MATCH_250K_HIRES,1832,log_life_lt_2,2.0,1,0.16581857204437256,0.16581857204437256,0.16581857204437256
MATCH_250K_HIRES,1832,log_life_lt_3,3.0,4,0.2900061309337616,0.35519158840179443,0.0868670642375946
MATCH_250K_HIRES,1832,log_life_lt_4,4.0,13,0.1817854344844818,0.23261050879955292,0.06626942753791809
MATCH_250K_HIRES,1832,log_life_lt_5,5.0,104,0.04304518550634384,0.09297815710306168,0.007067571394145489
MATCH_250K_HIRES,1832,log_life_lt_6,6.0,249,0.026255182921886444,0.06365785002708435,0.0009167093667201698
MATCH_250K_HIRES,376,all,all,679,0.02379518747329712,0.05897381156682968,-0.010209387168288231
MATCH_250K_HIRES,376,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,376,log_life_lt_3,3.0,8,0.1852162778377533,0.24455074965953827,-0.17611637711524963
MATCH_250K_HIRES,376,log_life_lt_4,4.0,17,0.13307902216911316,0.1825733631849289,-0.08822514116764069
MATCH_250K_HIRES,376,log_life_lt_5,5.0,121,0.04517480731010437,0.09422750771045685,-0.01564553566277027
MATCH_250K_HIRES,376,log_life_lt_6,6.0,264,0.031094273552298546,0.07309891283512115,-0.01593959331512451
MATCH_250K_HIRES,3853,all,all,679,0.02141730859875679,0.052070870995521545,-0.002625520108267665
MATCH_250K_HIRES,3853,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3853,log_life_lt_3,3.0,4,0.15302735567092896,0.19681496918201447,0.13102465867996216
MATCH_250K_HIRES,3853,log_life_lt_4,4.0,9,0.17974264919757843,0.21935778856277466,0.12412956357002258
MATCH_250K_HIRES,3853,log_life_lt_5,5.0,98,0.03860454633831978,0.0928681269288063,0.011110340245068073
MATCH_250K_HIRES,3853,log_life_lt_6,6.0,245,0.02821396291255951,0.07160824537277222,0.006383026018738747
MATCH_250K_HIRES,3616,all,all,679,0.021728765219449997,0.05018763244152069,-0.010512023232877254
MATCH_250K_HIRES,3616,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3616,log_life_lt_3,3.0,6,0.2033206671476364,0.2580873966217041,-0.2033206671476364
MATCH_250K_HIRES,3616,log_life_lt_4,4.0,17,0.12799173593521118,0.1751728355884552,-0.07281656563282013
MATCH_250K_HIRES,3616,log_life_lt_5,5.0,126,0.03871569409966469,0.08588439226150513,-0.026511134579777718
MATCH_250K_HIRES,3616,log_life_lt_6,6.0,274,0.028688820078969002,0.07057604938745499,-0.010388907976448536
MATCH_250K_HIRES,798,all,all,679,0.023869836702942848,0.05944850295782089,-0.011935184709727764
MATCH_250K_HIRES,798,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,798,log_life_lt_3,3.0,3,0.3825264871120453,0.38290467858314514,-0.3825264871120453
MATCH_250K_HIRES,798,log_life_lt_4,4.0,7,0.25960350036621094,0.29936283826828003,-0.25960350036621094
MATCH_250K_HIRES,798,log_life_lt_5,5.0,90,0.045682791620492935,0.09120986610651016,-0.044486936181783676
MATCH_250K_HIRES,798,log_life_lt_6,6.0,243,0.03313685208559036,0.0754908099770546,-0.027462618425488472
MATCH_250K_HIRES,378,all,all,679,0.017634576186537743,0.045593615621328354,-0.002708171494305134
MATCH_250K_HIRES,378,log_life_lt_2,2.0,2,0.17759960889816284,0.17763273417949677,0.17759960889816284
MATCH_250K_HIRES,378,log_life_lt_3,3.0,4,0.19168975949287415,0.19222424924373627,0.19168975949287415
MATCH_250K_HIRES,378,log_life_lt_4,4.0,10,0.13806220889091492,0.1476687341928482,0.13806220889091492
MATCH_250K_HIRES,378,log_life_lt_5,5.0,98,0.03371986374258995,0.0693652555346489,0.019339747726917267
MATCH_250K_HIRES,378,log_life_lt_6,6.0,258,0.02389572747051716,0.056305430829524994,0.0010363062610849738
MATCH_250K_HIRES,1158,all,all,679,0.017538826912641525,0.04480832815170288,-0.00185263785533607
MATCH_250K_HIRES,1158,log_life_lt_2,2.0,2,0.2795558571815491,0.2798992693424225,0.2795558571815491
MATCH_250K_HIRES,1158,log_life_lt_3,3.0,4,0.29316404461860657,0.2938876450061798,0.29316404461860657
MATCH_250K_HIRES,1158,log_life_lt_4,4.0,9,0.17653419077396393,0.2063632607460022,0.1676187664270401
MATCH_250K_HIRES,1158,log_life_lt_5,5.0,82,0.03819127008318901,0.07868217676877975,0.020841866731643677
MATCH_250K_HIRES,1158,log_life_lt_6,6.0,245,0.023593124002218246,0.05650047957897186,0.003023352473974228
MATCH_250K_HIRES,3819,all,all,679,0.01920057274401188,0.0494992658495903,0.0032024860847741365
MATCH_250K_HIRES,3819,log_life_lt_2,2.0,2,0.16398614645004272,0.16895368695259094,0.16398614645004272
MATCH_250K_HIRES,3819,log_life_lt_3,3.0,4,0.16547372937202454,0.1819218546152115,0.0325721800327301
MATCH_250K_HIRES,3819,log_life_lt_4,4.0,16,0.11311659961938858,0.13276733458042145,0.0597635880112648
MATCH_250K_HIRES,3819,log_life_lt_5,5.0,121,0.03299769014120102,0.06565295904874802,0.001581500400789082
MATCH_250K_HIRES,3819,log_life_lt_6,6.0,264,0.024596503004431725,0.06597103178501129,0.000533700454980135
MATCH_250K_HIRES,2792,all,all,679,0.019046535715460777,0.05046292766928673,0.0016669664764776826
MATCH_250K_HIRES,2792,log_life_lt_2,2.0,3,0.3841233253479004,0.4101192057132721,0.3841233253479004
MATCH_250K_HIRES,2792,log_life_lt_3,3.0,5,0.3029916286468506,0.33910927176475525,0.3029916286468506
MATCH_250K_HIRES,2792,log_life_lt_4,4.0,16,0.1481267362833023,0.20555254817008972,0.12595365941524506
MATCH_250K_HIRES,2792,log_life_lt_5,5.0,134,0.03592972084879875,0.08445826172828674,0.00956438947468996
MATCH_250K_HIRES,2792,log_life_lt_6,6.0,265,0.025770707055926323,0.06516241282224655,0.005109961610287428
MATCH_250K_HIRES,2240,all,all,679,0.0185706727206707,0.05193391442298889,-0.0053496514447033405
MATCH_250K_HIRES,2240,log_life_lt_2,2.0,2,0.17083865404129028,0.21172349154949188,-0.125063955783844
MATCH_250K_HIRES,2240,log_life_lt_3,3.0,6,0.14546507596969604,0.19771695137023926,-0.08921673148870468
MATCH_250K_HIRES,2240,log_life_lt_4,4.0,27,0.11332778632640839,0.18135450780391693,-0.032885510474443436
MATCH_250K_HIRES,2240,log_life_lt_5,5.0,163,0.03081132099032402,0.08715382218360901,-0.007159624248743057
MATCH_250K_HIRES,2240,log_life_lt_6,6.0,304,0.025611432269215584,0.07320017367601395,-0.007141866255551577
MATCH_250K_HIRES,4035,all,all,679,0.020765310153365135,0.04970579594373703,-0.006715134251862764
MATCH_250K_HIRES,4035,log_life_lt_2,2.0,3,0.2633441984653473,0.2679342031478882,0.2633441984653473
MATCH_250K_HIRES,4035,log_life_lt_3,3.0,5,0.3019724488258362,0.30967140197753906,0.3019724488258362
MATCH_250K_HIRES,4035,log_life_lt_4,4.0,16,0.1513330489397049,0.19138941168785095,0.05964021384716034
MATCH_250K_HIRES,4035,log_life_lt_5,5.0,127,0.03566132113337517,0.07685056328773499,-0.0018985008355230093
MATCH_250K_HIRES,4035,log_life_lt_6,6.0,271,0.028131619095802307,0.06394616514444351,-0.002918703481554985
MATCH_250K_HIRES,2662,all,all,679,0.018751235678792,0.044714223593473434,-0.0018605992663651705
MATCH_250K_HIRES,2662,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2662,log_life_lt_3,3.0,4,0.13494741916656494,0.14644408226013184,-0.04344034194946289
MATCH_250K_HIRES,2662,log_life_lt_4,4.0,12,0.09250736236572266,0.112824946641922,-0.037919480353593826
MATCH_250K_HIRES,2662,log_life_lt_5,5.0,57,0.0715910792350769,0.12505516409873962,0.010630812495946884
MATCH_250K_HIRES,2662,log_life_lt_6,6.0,231,0.031423140317201614,0.07082723826169968,-0.00330909201875329
MATCH_250K_HIRES,4012,all,all,679,0.01901445910334587,0.04761006683111191,-0.0009974573040381074
MATCH_250K_HIRES,4012,log_life_lt_2,2.0,1,0.14623308181762695,0.14623308181762695,0.14623308181762695
MATCH_250K_HIRES,4012,log_life_lt_3,3.0,5,0.14412608742713928,0.1633010059595108,0.1404161900281906
MATCH_250K_HIRES,4012,log_life_lt_4,4.0,14,0.08640321344137192,0.11390841007232666,0.06753150373697281
MATCH_250K_HIRES,4012,log_life_lt_5,5.0,87,0.04640013724565506,0.08955903351306915,-0.012132592499256134
MATCH_250K_HIRES,4012,log_life_lt_6,6.0,248,0.027463791891932487,0.06439274549484253,-0.006571045611053705
MATCH_250K_HIRES,2957,all,all,679,0.01850503869354725,0.04015552997589111,-0.0031096390448510647
MATCH_250K_HIRES,2957,log_life_lt_2,2.0,2,0.0888059139251709,0.12090760469436646,0.0888059139251709
MATCH_250K_HIRES,2957,log_life_lt_3,3.0,5,0.11460113525390625,0.14661665260791779,0.1071535125374794
MATCH_250K_HIRES,2957,log_life_lt_4,4.0,17,0.09591671824455261,0.11976800113916397,0.032767970114946365
MATCH_250K_HIRES,2957,log_life_lt_5,5.0,118,0.035604674369096756,0.06760364025831223,-0.0022263566497713327
MATCH_250K_HIRES,2957,log_life_lt_6,6.0,264,0.026325087994337082,0.05703653767704964,-0.00023516199144069105
MATCH_250K_HIRES,3927,all,all,679,0.017468415200710297,0.04345301166176796,-0.005238470621407032
MATCH_250K_HIRES,3927,log_life_lt_2,2.0,1,0.37528789043426514,0.37528789043426514,0.37528789043426514
MATCH_250K_HIRES,3927,log_life_lt_3,3.0,5,0.15941068530082703,0.20025821030139923,0.05249378830194473
MATCH_250K_HIRES,3927,log_life_lt_4,4.0,15,0.1031104028224945,0.1456420123577118,0.012748360633850098
MATCH_250K_HIRES,3927,log_life_lt_5,5.0,124,0.032195933163166046,0.07230783253908157,-0.007149839773774147
MATCH_250K_HIRES,3927,log_life_lt_6,6.0,273,0.025332875549793243,0.06027114763855934,-0.008366143330931664
MATCH_250K_HIRES,1038,all,all,679,0.02149307169020176,0.06433440744876862,-0.004267956130206585
MATCH_250K_HIRES,1038,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1038,log_life_lt_3,3.0,4,0.3859003186225891,0.47212398052215576,-0.2827358841896057
MATCH_250K_HIRES,1038,log_life_lt_4,4.0,14,0.20292215049266815,0.28623276948928833,-0.09639084339141846
MATCH_250K_HIRES,1038,log_life_lt_5,5.0,119,0.03968674689531326,0.10392328351736069,-0.022256823256611824
MATCH_250K_HIRES,1038,log_life_lt_6,6.0,254,0.02677609957754612,0.08082792162895203,-0.010354284197092056
MATCH_250K_HIRES,3259,all,all,679,0.02475394681096077,0.06259355694055557,-0.015736695379018784
MATCH_250K_HIRES,3259,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3259,log_life_lt_3,3.0,2,0.29338014125823975,0.3027697503566742,-0.29338014125823975
MATCH_250K_HIRES,3259,log_life_lt_4,4.0,6,0.17575283348560333,0.2217198759317398,-0.1734788864850998
MATCH_250K_HIRES,3259,log_life_lt_5,5.0,30,0.11210908740758896,0.14453597366809845,-0.050994858145713806
MATCH_250K_HIRES,3259,log_life_lt_6,6.0,217,0.035704001784324646,0.07917403429746628,-0.02369871735572815
MATCH_250K_HIRES,1344,all,all,679,0.017667196691036224,0.046666987240314484,0.0018977365689352155
MATCH_250K_HIRES,1344,log_life_lt_2,2.0,3,0.1720947027206421,0.20566648244857788,0.1720947027206421
MATCH_250K_HIRES,1344,log_life_lt_3,3.0,5,0.18092434108257294,0.23204676806926727,0.18092434108257294
MATCH_250K_HIRES,1344,log_life_lt_4,4.0,14,0.13439449667930603,0.17039969563484192,0.1169700175523758
MATCH_250K_HIRES,1344,log_life_lt_5,5.0,129,0.026482796296477318,0.06087808683514595,0.00824804324656725
MATCH_250K_HIRES,1344,log_life_lt_6,6.0,257,0.020540259778499603,0.05208197981119156,0.0031252421904355288
MATCH_250K_HIRES,2505,all,all,679,0.0225685965269804,0.05013888701796532,-0.013140960596501827
MATCH_250K_HIRES,2505,log_life_lt_2,2.0,1,0.3293874263763428,0.3293874263763428,-0.3293874263763428
MATCH_250K_HIRES,2505,log_life_lt_3,3.0,5,0.14013561606407166,0.20095622539520264,-0.12934966385364532
MATCH_250K_HIRES,2505,log_life_lt_4,4.0,30,0.08049705624580383,0.1255478411912918,-0.01505265198647976
MATCH_250K_HIRES,2505,log_life_lt_5,5.0,157,0.03086559660732746,0.06753524392843246,-0.011895555071532726
MATCH_250K_HIRES,2505,log_life_lt_6,6.0,291,0.025056954473257065,0.05647336691617966,-0.010700589045882225
MATCH_250K_HIRES,1721,all,all,679,0.017999719828367233,0.0474068857729435,-0.0014456663047894835
MATCH_250K_HIRES,1721,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1721,log_life_lt_3,3.0,3,0.04754217341542244,0.06277920305728912,-0.04754217341542244
MATCH_250K_HIRES,1721,log_life_lt_4,4.0,15,0.12395665049552917,0.19943000376224518,0.039511267095804214
MATCH_250K_HIRES,1721,log_life_lt_5,5.0,115,0.03483709692955017,0.08229634910821915,0.001972094876691699
MATCH_250K_HIRES,1721,log_life_lt_6,6.0,255,0.02282554656267166,0.060932960361242294,-0.0001040271672536619
MATCH_250K_HIRES,4663,all,all,679,0.018944552168250084,0.04544658958911896,-0.0047429827973246574
MATCH_250K_HIRES,4663,log_life_lt_2,2.0,3,0.3649423122406006,0.37905678153038025,0.3649423122406006
MATCH_250K_HIRES,4663,log_life_lt_3,3.0,4,0.3120003938674927,0.3370884954929352,0.3120003938674927
MATCH_250K_HIRES,4663,log_life_lt_4,4.0,13,0.17224493622779846,0.22123779356479645,0.09450437128543854
MATCH_250K_HIRES,4663,log_life_lt_5,5.0,116,0.035909995436668396,0.08338184654712677,0.005230496637523174
MATCH_250K_HIRES,4663,log_life_lt_6,6.0,278,0.024364493787288666,0.059469569474458694,-0.001548888860270381
MATCH_250K_HIRES,175,all,all,679,0.020852167159318924,0.056252527981996536,-0.008133452385663986
MATCH_250K_HIRES,175,log_life_lt_2,2.0,3,0.24414022266864777,0.2739517390727997,0.24414022266864777
MATCH_250K_HIRES,175,log_life_lt_3,3.0,5,0.24440427124500275,0.2830501198768616,0.24440427124500275
MATCH_250K_HIRES,175,log_life_lt_4,4.0,7,0.19335494935512543,0.24178820848464966,0.15579400956630707
MATCH_250K_HIRES,175,log_life_lt_5,5.0,101,0.03976939991116524,0.08152378350496292,0.003552103880792856
MATCH_250K_HIRES,175,log_life_lt_6,6.0,246,0.027889437973499298,0.06429091095924377,-0.005629685707390308
MATCH_250K_HIRES,4893,all,all,679,0.023973798379302025,0.06806197762489319,-0.004419471602886915
MATCH_250K_HIRES,4893,log_life_lt_2,2.0,2,0.171078622341156,0.18102608621120453,0.171078622341156
MATCH_250K_HIRES,4893,log_life_lt_3,3.0,5,0.20475423336029053,0.23077769577503204,0.20475423336029053
MATCH_250K_HIRES,4893,log_life_lt_4,4.0,14,0.13359256088733673,0.16255754232406616,0.08880686014890671
MATCH_250K_HIRES,4893,log_life_lt_5,5.0,120,0.03616011142730713,0.07816744595766068,-0.0015684912214055657
MATCH_250K_HIRES,4893,log_life_lt_6,6.0,265,0.028061289340257645,0.05976317822933197,-0.001431443146429956
MATCH_250K_HIRES,1909,all,all,679,0.01920298859477043,0.05523093044757843,-0.003364993492141366
MATCH_250K_HIRES,1909,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1909,log_life_lt_3,3.0,3,0.19795529544353485,0.20789362490177155,-0.19795529544353485
MATCH_250K_HIRES,1909,log_life_lt_4,4.0,10,0.21423903107643127,0.26235395669937134,0.01833472214639187
MATCH_250K_HIRES,1909,log_life_lt_5,5.0,82,0.042791396379470825,0.09887103736400604,0.0025909587275236845
MATCH_250K_HIRES,1909,log_life_lt_6,6.0,247,0.027824299409985542,0.07628891617059708,-0.002792373765259981
MATCH_250K_HIRES,45,all,all,679,0.01803397759795189,0.05280531570315361,-0.0022055404260754585
MATCH_250K_HIRES,45,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,45,log_life_lt_3,3.0,4,0.22815322875976562,0.264775812625885,-0.22815322875976562
MATCH_250K_HIRES,45,log_life_lt_4,4.0,10,0.22915887832641602,0.2941780388355255,-0.10354280471801758
MATCH_250K_HIRES,45,log_life_lt_5,5.0,115,0.03321674466133118,0.09114114195108414,-0.017601249739527702
MATCH_250K_HIRES,45,log_life_lt_6,6.0,259,0.023995840921998024,0.06778713315725327,-0.007826156914234161
MATCH_250K_HIRES,3409,all,all,679,0.017058277502655983,0.045151934027671814,-0.0035996749065816402
MATCH_250K_HIRES,3409,log_life_lt_2,2.0,1,0.0018157958984375,0.0018157958984375,-0.0018157958984375
MATCH_250K_HIRES,3409,log_life_lt_3,3.0,5,0.05058994144201279,0.0661524087190628,-0.0020918846130371094
MATCH_250K_HIRES,3409,log_life_lt_4,4.0,5,0.05058994144201279,0.0661524087190628,-0.0020918846130371094
