model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K,3036,log_life_lt_3,3.0,8,0.17901353538036346,0.2162170559167862,0.17901353538036346
MATCH_250K,3036,log_life_lt_4,4.0,17,0.1544477790594101,0.18159253895282745,0.09888576716184616
MATCH_250K,3036,log_life_lt_5,5.0,146,0.037354446947574615,0.08267364650964737,0.014452160336077213
MATCH_250K,3036,log_life_lt_6,6.0,284,0.031236372888088226,0.07185330241918564,0.01583191379904747
MATCH_250K,3918,all,all,679,0.02215520478785038,0.06059054657816887,0.004247857257723808
MATCH_250K,3918,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3918,log_life_lt_3,3.0,3,0.16610749065876007,0.17154599726200104,-0.03917837142944336
MATCH_250K,3918,log_life_lt_4,4.0,15,0.18236620724201202,0.22245262563228607,0.06676718592643738
MATCH_250K,3918,log_life_lt_5,5.0,80,0.0520080104470253,0.1064431220293045,0.023683995008468628
MATCH_250K,3918,log_life_lt_6,6.0,253,0.029125789180397987,0.08820962905883789,0.002617526799440384
MATCH_250K,1272,all,all,679,0.020902158692479134,0.05626368522644043,-0.0012764077400788665
MATCH_250K,1272,log_life_lt_2,2.0,1,0.28064143657684326,0.28064143657684326,0.28064143657684326
MATCH_250K,1272,log_life_lt_3,3.0,4,0.2930516302585602,0.2932888865470886,0.2930516302585602
MATCH_250K,1272,log_life_lt_4,4.0,10,0.1892944872379303,0.22923019528388977,0.14131328463554382
MATCH_250K,1272,log_life_lt_5,5.0,67,0.04911518096923828,0.0983671173453331,0.014835978858172894
MATCH_250K,1272,log_life_lt_6,6.0,242,0.027583535760641098,0.06787141412496567,0.007658456452190876
MATCH_250K,290,all,all,679,0.019860349595546722,0.06040734425187111,0.003807016648352146
MATCH_250K,290,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,290,log_life_lt_3,3.0,2,0.21248066425323486,0.21249616146087646,-0.21248066425323486
MATCH_250K,290,log_life_lt_4,4.0,7,0.1530795842409134,0.17768742144107819,-0.08098207414150238
MATCH_250K,290,log_life_lt_5,5.0,23,0.18326792120933533,0.27755266427993774,0.055514004081487656
MATCH_250K,290,log_life_lt_6,6.0,199,0.03586018085479736,0.10352261364459991,0.013730434700846672
MATCH_250K,4827,all,all,679,0.020025359466671944,0.05131637677550316,-0.008446546271443367
MATCH_250K,4827,log_life_lt_2,2.0,1,0.20629572868347168,0.20629572868347168,0.20629572868347168
MATCH_250K,4827,log_life_lt_3,3.0,3,0.15866971015930176,0.1773156225681305,0.010280847549438477
MATCH_250K,4827,log_life_lt_4,4.0,8,0.20594757795333862,0.25741779804229736,-0.0467645525932312
MATCH_250K,4827,log_life_lt_5,5.0,70,0.03785974532365799,0.0923951119184494,-0.016269663348793983
MATCH_250K,4827,log_life_lt_6,6.0,254,0.025152727961540222,0.06339390575885773,-0.011136321350932121
MATCH_250K,252,all,all,679,0.01905621588230133,0.05114983394742012,0.0005178778083063662
MATCH_250K,252,log_life_lt_2,2.0,1,0.29181361198425293,0.29181361198425293,0.29181361198425293
MATCH_250K,252,log_life_lt_3,3.0,5,0.281162828207016,0.30233410000801086,0.13240957260131836
MATCH_250K,252,log_life_lt_4,4.0,8,0.2316114604473114,0.25982582569122314,0.0900627076625824
MATCH_250K,252,log_life_lt_5,5.0,104,0.03003946878015995,0.0770040825009346,0.008020752109587193
MATCH_250K,252,log_life_lt_6,6.0,253,0.022245757281780243,0.05769878625869751,0.005831755232065916
MATCH_250K,3245,all,all,679,0.020790226757526398,0.05664461478590965,0.00452664028853178
MATCH_250K,3245,log_life_lt_2,2.0,1,0.36665165424346924,0.36665165424346924,-0.36665165424346924
MATCH_250K,3245,log_life_lt_3,3.0,5,0.31757739186286926,0.36602067947387695,-0.031534790992736816
MATCH_250K,3245,log_life_lt_4,4.0,15,0.18099835515022278,0.24452877044677734,0.01571514643728733
MATCH_250K,3245,log_life_lt_5,5.0,134,0.036233942955732346,0.10073024779558182,-0.001628015423193574
MATCH_250K,3245,log_life_lt_6,6.0,275,0.027754122391343117,0.08183880895376205,0.0016491400310769677
MATCH_250K,350,all,all,679,0.02030779980123043,0.048825979232788086,-0.005306614097207785
MATCH_250K,350,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,350,log_life_lt_3,3.0,2,0.21598148345947266,0.21995650231838226,-0.21598148345947266
MATCH_250K,350,log_life_lt_4,4.0,8,0.1340479552745819,0.16790670156478882,-0.07780048251152039
MATCH_250K,350,log_life_lt_5,5.0,27,0.11524735391139984,0.1691996455192566,-0.04903639853000641
MATCH_250K,350,log_life_lt_6,6.0,205,0.031344976276159286,0.07514553517103195,-0.0035132383927702904
MATCH_250K,1187,all,all,679,0.020844656974077225,0.06270889192819595,0.0007343834731727839
MATCH_250K,1187,log_life_lt_2,2.0,2,0.27787142992019653,0.28231048583984375,0.27787142992019653
MATCH_250K,1187,log_life_lt_3,3.0,3,0.21807610988616943,0.2374151200056076,0.21807610988616943
MATCH_250K,1187,log_life_lt_4,4.0,6,0.18124271929264069,0.20085425674915314,0.03683338686823845
MATCH_250K,1187,log_life_lt_5,5.0,73,0.04234527051448822,0.10131937265396118,-0.0026680785231292248
MATCH_250K,1187,log_life_lt_6,6.0,244,0.031721148639917374,0.08972468227148056,0.0020301600452512503
MATCH_250K,1961,all,all,679,0.021327702328562737,0.05363808944821358,-0.005214029457420111
MATCH_250K,1961,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1961,log_life_lt_3,3.0,8,0.19777962565422058,0.2221236675977707,-0.10202673077583313
MATCH_250K,1961,log_life_lt_4,4.0,31,0.10917817801237106,0.15764006972312927,-0.03580344840884209
MATCH_250K,1961,log_life_lt_5,5.0,149,0.03819213807582855,0.09021081030368805,-0.009749239310622215
MATCH_250K,1961,log_life_lt_6,6.0,290,0.026456642895936966,0.06964745372533798,-0.003674387000501156
MATCH_250K,422,all,all,679,0.0172052513808012,0.04085622355341911,-0.0029267517384141684
MATCH_250K,422,log_life_lt_2,2.0,2,0.10024416446685791,0.10054618865251541,0.10024416446685791
MATCH_250K,422,log_life_lt_3,3.0,4,0.09607738256454468,0.10859113186597824,0.09607738256454468
MATCH_250K,422,log_life_lt_4,4.0,6,0.08161643892526627,0.0939633846282959,0.06030150130391121
MATCH_250K,422,log_life_lt_5,5.0,83,0.031109152361750603,0.06644448637962341,-0.010458811186254025
MATCH_250K,422,log_life_lt_6,6.0,241,0.02198631316423416,0.05417061969637871,-0.004403538536280394
MATCH_250K,90,all,all,679,0.022301211953163147,0.0629987046122551,-0.0037146732211112976
MATCH_250K,90,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,90,log_life_lt_3,3.0,3,0.19008898735046387,0.20578575134277344,-0.12243374437093735
MATCH_250K,90,log_life_lt_4,4.0,12,0.20569860935211182,0.2583896815776825,0.02841428853571415
MATCH_250K,90,log_life_lt_5,5.0,81,0.05390006676316261,0.1134234368801117,0.0024826321750879288
MATCH_250K,90,log_life_lt_6,6.0,247,0.031053824350237846,0.08028887212276459,0.002660550642758608
MATCH_250K,3729,all,all,679,0.0214708149433136,0.057023972272872925,0.009017799980938435
MATCH_250K,3729,log_life_lt_2,2.0,2,0.46081119775772095,0.4630059599876404,0.46081119775772095
MATCH_250K,3729,log_life_lt_3,3.0,4,0.44476214051246643,0.4489063620567322,0.44476214051246643
MATCH_250K,3729,log_life_lt_4,4.0,9,0.3206876218318939,0.361270934343338,0.29809337854385376
MATCH_250K,3729,log_life_lt_5,5.0,66,0.07212167978286743,0.14804589748382568,0.04864225164055824
MATCH_250K,3729,log_life_lt_6,6.0,245,0.03269778564572334,0.08432572335004807,0.019241124391555786
MATCH_250K,2236,all,all,679,0.019879130646586418,0.05562179908156395,0.0008166703628376126
MATCH_250K,2236,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2236,log_life_lt_3,3.0,4,0.37272608280181885,0.4127756953239441,0.2670247554779053
MATCH_250K,2236,log_life_lt_4,4.0,8,0.2236499786376953,0.29694491624832153,0.1572965383529663
MATCH_250K,2236,log_life_lt_5,5.0,44,0.0810999870300293,0.1447368562221527,0.02410827949643135
MATCH_250K,2236,log_life_lt_6,6.0,220,0.027266981080174446,0.07259020209312439,0.007486445363610983
MATCH_250K,670,all,all,679,0.018804745748639107,0.05354481562972069,0.0002429825981380418
MATCH_250K,670,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,670,log_life_lt_3,3.0,3,0.11996158212423325,0.13663199543952942,-0.0945388451218605
MATCH_250K,670,log_life_lt_4,4.0,8,0.19231575727462769,0.2607497274875641,0.010977625846862793
MATCH_250K,670,log_life_lt_5,5.0,69,0.045112449675798416,0.1053946390748024,0.0030282752122730017
MATCH_250K,670,log_life_lt_6,6.0,255,0.02658325806260109,0.07737971842288971,0.006385392043739557
MATCH_250K,3040,all,all,679,0.026808900758624077,0.06392288953065872,-0.00044084753608331084
MATCH_250K,3040,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3040,log_life_lt_3,3.0,4,0.25006425380706787,0.29907456040382385,-0.25006425380706787
MATCH_250K,3040,log_life_lt_4,4.0,13,0.1904754936695099,0.25127744674682617,-0.043674103915691376
MATCH_250K,3040,log_life_lt_5,5.0,86,0.06708413362503052,0.13839979469776154,-0.007863685488700867
MATCH_250K,3040,log_life_lt_6,6.0,255,0.0358881913125515,0.08867861330509186,-0.006561568006873131
MATCH_250K,26,all,all,679,0.021355144679546356,0.06040995940566063,0.0056694187223911285
MATCH_250K,26,log_life_lt_2,2.0,2,0.3688886761665344,0.37441495060920715,0.3688886761665344
MATCH_250K,26,log_life_lt_3,3.0,3,0.3217017948627472,0.33269160985946655,0.3217017948627472
MATCH_250K,26,log_life_lt_4,4.0,7,0.18669505417346954,0.2290179431438446,0.13606522977352142
MATCH_250K,26,log_life_lt_5,5.0,69,0.0399959534406662,0.08880461007356644,0.01566890813410282
MATCH_250K,26,log_life_lt_6,6.0,247,0.024736253544688225,0.06444873660802841,0.007855599746108055
MATCH_250K,429,all,all,679,0.021885449066758156,0.05004657432436943,-0.006903619039803743
MATCH_250K,429,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,429,log_life_lt_3,3.0,6,0.13084129989147186,0.1687951385974884,-0.11819692701101303
MATCH_250K,429,log_life_lt_4,4.0,19,0.13611704111099243,0.17092564702033997,-0.050256866961717606
MATCH_250K,429,log_life_lt_5,5.0,138,0.03336971253156662,0.07468120008707047,-0.013249900192022324
MATCH_250K,429,log_life_lt_6,6.0,270,0.026087312027812004,0.0622749924659729,-0.009066441096365452
MATCH_250K,683,all,all,679,0.018277158960700035,0.04737008735537529,0.0007654946530237794
MATCH_250K,683,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,683,log_life_lt_3,3.0,3,0.16693449020385742,0.18365435302257538,0.16693449020385742
MATCH_250K,683,log_life_lt_4,4.0,8,0.11601224541664124,0.14005036652088165,0.05183890461921692
MATCH_250K,683,log_life_lt_5,5.0,51,0.03506243973970413,0.06701002269983292,0.016919607296586037
MATCH_250K,683,log_life_lt_6,6.0,251,0.02312605082988739,0.05695018172264099,0.0009745706338435411
MATCH_250K,4463,all,all,679,0.02305113896727562,0.055861327797174454,-0.003796854056417942
MATCH_250K,4463,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4463,log_life_lt_3,3.0,4,0.3718699812889099,0.37556132674217224,-0.3718699812889099
MATCH_250K,4463,log_life_lt_4,4.0,9,0.2722991704940796,0.3074948787689209,-0.2722991704940796
MATCH_250K,4463,log_life_lt_5,5.0,124,0.04068430885672569,0.09760265052318573,-0.029689135029911995
MATCH_250K,4463,log_life_lt_6,6.0,260,0.03251412883400917,0.08152153342962265,-0.01981855183839798
MATCH_250K,3945,all,all,679,0.01904444955289364,0.05263953283429146,0.0014987606555223465
MATCH_250K,3945,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3945,log_life_lt_3,3.0,3,0.09681892395019531,0.10293059051036835,-0.09681892395019531
MATCH_250K,3945,log_life_lt_4,4.0,9,0.14002537727355957,0.16502098739147186,-0.05585535243153572
MATCH_250K,3945,log_life_lt_5,5.0,56,0.06449808180332184,0.11326444894075394,-0.003235948970541358
MATCH_250K,3945,log_life_lt_6,6.0,249,0.030050024390220642,0.08013182133436203,0.0049982331693172455
MATCH_250K,3523,all,all,679,0.02016226015985012,0.05583938956260681,-0.007861066609621048
MATCH_250K,3523,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,3523,log_life_lt_3,3.0,3,0.17023134231567383,0.17766158282756805,-0.17023134231567383
MATCH_250K,3523,log_life_lt_4,4.0,8,0.13676142692565918,0.15917186439037323,-0.0555194616317749
MATCH_250K,3523,log_life_lt_5,5.0,67,0.054254233837127686,0.10708031803369522,-0.016806503757834435
MATCH_250K,3523,log_life_lt_6,6.0,237,0.02822846733033657,0.072662852704525,-0.010517653077840805
MATCH_250K,1541,all,all,679,0.019129745662212372,0.051198240369558334,-0.00017030916933435947
MATCH_250K,1541,log_life_lt_2,2.0,1,0.3015618324279785,0.3015618324279785,0.3015618324279785
MATCH_250K,1541,log_life_lt_3,3.0,8,0.2041747272014618,0.2443818747997284,0.2041747272014618
MATCH_250K,1541,log_life_lt_4,4.0,13,0.14327995479106903,0.19583487510681152,0.12109191715717316
MATCH_250K,1541,log_life_lt_5,5.0,108,0.038277193903923035,0.08368430286645889,0.01659698598086834
MATCH_250K,1541,log_life_lt_6,6.0,245,0.027095044031739235,0.06778621673583984,0.008891156874597073
MATCH_250K,2031,all,all,679,0.021550994366407394,0.06082925945520401,-0.004864189308136702
MATCH_250K,2031,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2031,log_life_lt_3,3.0,9,0.16921363770961761,0.21065564453601837,-0.09562574326992035
MATCH_250K,2031,log_life_lt_4,4.0,18,0.14647161960601807,0.18424171209335327,-0.060211434960365295
MATCH_250K,2031,log_life_lt_5,5.0,114,0.0422670878469944,0.09946757555007935,-0.015532834455370903
MATCH_250K,2031,log_life_lt_6,6.0,249,0.03344806283712387,0.08769480884075165,-0.005729923490434885
MATCH_250K,2232,all,all,679,0.02077753096818924,0.04991725832223892,-0.005025606136769056
MATCH_250K,2232,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2232,log_life_lt_3,3.0,4,0.27339839935302734,0.2751775085926056,-0.15606296062469482
MATCH_250K,2232,log_life_lt_4,4.0,13,0.1589885652065277,0.18606743216514587,-0.0610940083861351
MATCH_250K,2232,log_life_lt_5,5.0,105,0.04624559357762337,0.10123420506715775,-0.010382254607975483
MATCH_250K,2232,log_life_lt_6,6.0,248,0.030661066994071007,0.074803426861763,-0.005844042170792818
MATCH_250K,4120,all,all,679,0.020613953471183777,0.05630182847380638,-0.0018802100094035268
MATCH_250K,4120,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4120,log_life_lt_3,3.0,4,0.3123418688774109,0.3530990183353424,0.08725124597549438
MATCH_250K,4120,log_life_lt_4,4.0,10,0.20863966643810272,0.26898834109306335,0.06262288242578506
MATCH_250K,4120,log_life_lt_5,5.0,87,0.042846228927373886,0.10152062028646469,0.0011791278375312686
MATCH_250K,4120,log_life_lt_6,6.0,247,0.02845756523311138,0.07802946120500565,-0.0014874915359541774
MATCH_250K,3235,all,all,679,0.019734429195523262,0.0450570322573185,0.002575530903413892
MATCH_250K,3235,log_life_lt_2,2.0,1,0.30582571029663086,0.30582571029663086,0.30582571029663086
MATCH_250K,3235,log_life_lt_3,3.0,4,0.29154425859451294,0.29268139600753784,0.29154425859451294
MATCH_250K,3235,log_life_lt_4,4.0,7,0.20077787339687347,0.22991611063480377,0.20077787339687347
MATCH_250K,3235,log_life_lt_5,5.0,39,0.08829113095998764,0.1358650177717209,0.07137901335954666
MATCH_250K,3235,log_life_lt_6,6.0,213,0.027798928320407867,0.06818380951881409,0.020424025133252144
MATCH_250K,254,all,all,679,0.01947137340903282,0.05382421985268593,0.004038368817418814
MATCH_250K,254,log_life_lt_2,2.0,2,0.3879084587097168,0.3929336369037628,0.3879084587097168
MATCH_250K,254,log_life_lt_3,3.0,4,0.39797312021255493,0.4166083037853241,0.39797312021255493
MATCH_250K,254,log_life_lt_4,4.0,12,0.19238080084323883,0.26043501496315,0.1496424525976181
MATCH_250K,254,log_life_lt_5,5.0,86,0.047413114458322525,0.10787003487348557,0.017583245411515236
MATCH_250K,254,log_life_lt_6,6.0,251,0.026514656841754913,0.07133594900369644,0.007109787315130234
MATCH_250K,1029,all,all,679,0.01909637823700905,0.04914389178156853,0.002680524019524455
MATCH_250K,1029,log_life_lt_2,2.0,3,0.20226812362670898,0.2096119076013565,0.20226812362670898
MATCH_250K,1029,log_life_lt_3,3.0,5,0.24406757950782776,0.25299960374832153,0.24406757950782776
MATCH_250K,1029,log_life_lt_4,4.0,14,0.16554264724254608,0.1841452717781067,0.0828070119023323
MATCH_250K,1029,log_life_lt_5,5.0,145,0.03556838259100914,0.0889209732413292,0.012419883161783218
MATCH_250K,1029,log_life_lt_6,6.0,295,0.02592509612441063,0.06690184026956558,0.008002596907317638
MATCH_250K,4392,all,all,679,0.018594378605484962,0.048940252512693405,-0.003861331380903721
MATCH_250K,4392,log_life_lt_2,2.0,1,0.15865910053253174,0.15865910053253174,0.15865910053253174
MATCH_250K,4392,log_life_lt_3,3.0,3,0.18426470458507538,0.2106328308582306,-0.02910912036895752
MATCH_250K,4392,log_life_lt_4,4.0,8,0.1478203982114792,0.17289617657661438,-0.04102952778339386
MATCH_250K,4392,log_life_lt_5,5.0,68,0.0404239147901535,0.0825304314494133,-0.022501323372125626
MATCH_250K,4392,log_life_lt_6,6.0,239,0.027250077575445175,0.06643758714199066,-0.01053306832909584
MATCH_250K,3800,all,all,679,0.02972315438091755,0.06814684718847275,-0.002666375832632184
MATCH_250K,3800,log_life_lt_2,2.0,2,0.34473663568496704,0.38100188970565796,-0.34473663568496704
MATCH_250K,3800,log_life_lt_3,3.0,7,0.2883131206035614,0.32603925466537476,-0.07800451666116714
MATCH_250K,3800,log_life_lt_4,4.0,37,0.09421569108963013,0.15762796998023987,-0.03086494468152523
MATCH_250K,3800,log_life_lt_5,5.0,164,0.043386153876781464,0.11243060976266861,-0.02637309581041336
MATCH_250K,3800,log_life_lt_6,6.0,301,0.0351162888109684,0.08855906873941422,-0.009821788407862186
MATCH_250K,4310,all,all,679,0.02244391292333603,0.0679846778512001,0.0020637891720980406
MATCH_250K,4310,log_life_lt_2,2.0,3,0.43100476264953613,0.4345150887966156,0.43100476264953613
MATCH_250K,4310,log_life_lt_3,3.0,5,0.40392357110977173,0.40755695104599,0.40392357110977173
MATCH_250K,4310,log_life_lt_4,4.0,14,0.26352664828300476,0.3571791648864746,0.2305796593427658
MATCH_250K,4310,log_life_lt_5,5.0,93,0.05902746692299843,0.15042835474014282,0.02647695317864418
MATCH_250K,4310,log_life_lt_6,6.0,247,0.03195860981941223,0.10010811686515808,0.010108636692166328
MATCH_250K,2509,all,all,679,0.018028631806373596,0.04630649462342262,0.002444760175421834
MATCH_250K,2509,log_life_lt_2,2.0,2,0.18984931707382202,0.1929720789194107,0.18984931707382202
MATCH_250K,2509,log_life_lt_3,3.0,4,0.18181881308555603,0.2075224369764328,0.18181881308555603
MATCH_250K,2509,log_life_lt_4,4.0,13,0.10466281324625015,0.1316528171300888,0.06161798909306526
MATCH_250K,2509,log_life_lt_5,5.0,99,0.029645690694451332,0.06083187088370323,0.009423567913472652
MATCH_250K,2509,log_life_lt_6,6.0,251,0.02569376491010189,0.060884375125169754,0.008866633288562298
MATCH_250K,2292,all,all,679,0.019942833110690117,0.05689072981476784,0.0031056294683367014
MATCH_250K,2292,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2292,log_life_lt_3,3.0,3,0.36923447251319885,0.38589489459991455,0.36923447251319885
MATCH_250K,2292,log_life_lt_4,4.0,5,0.3055601716041565,0.3397316038608551,0.3055601716041565
MATCH_250K,2292,log_life_lt_5,5.0,24,0.11913121491670609,0.17980456352233887,0.06293365359306335
MATCH_250K,2292,log_life_lt_6,6.0,208,0.028413565829396248,0.07880375534296036,0.00717884860932827
MATCH_250K,1323,all,all,679,0.023920010775327682,0.06331252306699753,-0.002528035780414939
MATCH_250K,1323,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1323,log_life_lt_3,3.0,3,0.33870935440063477,0.353430837392807,-0.33870935440063477
MATCH_250K,1323,log_life_lt_4,4.0,7,0.32993048429489136,0.3697667121887207,-0.13075144588947296
MATCH_250K,1323,log_life_lt_5,5.0,36,0.10653207451105118,0.1829625368118286,-0.015791038051247597
MATCH_250K,1323,log_life_lt_6,6.0,226,0.034406501799821854,0.0854087546467781,-0.004981613717973232
MATCH_250K,1550,all,all,679,0.01625737175345421,0.044037509709596634,0.0005862456746399403
MATCH_250K,1550,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1550,log_life_lt_3,3.0,4,0.13283705711364746,0.13452191650867462,-0.13283705711364746
MATCH_250K,1550,log_life_lt_4,4.0,6,0.1117684468626976,0.11813094466924667,-0.1117684468626976
MATCH_250K,1550,log_life_lt_5,5.0,53,0.05012205243110657,0.10408488661050797,-0.01265659835189581
MATCH_250K,1550,log_life_lt_6,6.0,238,0.021181819960474968,0.05978836491703987,-0.0009768590098246932
MATCH_250K,4647,all,all,679,0.01980012096464634,0.043515607714653015,-0.003483430715277791
MATCH_250K,4647,log_life_lt_2,2.0,3,0.31294870376586914,0.3134215474128723,0.31294870376586914
MATCH_250K,4647,log_life_lt_3,3.0,5,0.29184165596961975,0.29407739639282227,0.29184165596961975
MATCH_250K,4647,log_life_lt_4,4.0,16,0.13798455893993378,0.17861108481884003,0.11570878326892853
MATCH_250K,4647,log_life_lt_5,5.0,124,0.03472807630896568,0.07197122275829315,0.0017224261537194252
MATCH_250K,4647,log_life_lt_6,6.0,277,0.02743661403656006,0.05810680240392685,-0.0018450336065143347
MATCH_250K,315,all,all,679,0.020287133753299713,0.05374189466238022,-0.00471633393317461
MATCH_250K,315,log_life_lt_2,2.0,2,0.27760106325149536,0.2822657823562622,-0.27760106325149536
MATCH_250K,315,log_life_lt_3,3.0,4,0.25391605496406555,0.26902878284454346,-0.19373837113380432
MATCH_250K,315,log_life_lt_4,4.0,22,0.15615753829479218,0.22646480798721313,-0.034126754850149155
MATCH_250K,315,log_life_lt_5,5.0,150,0.03722350299358368,0.09093410521745682,-0.015772368758916855
MATCH_250K,315,log_life_lt_6,6.0,280,0.027408337220549583,0.07182277739048004,-0.011189239099621773
MATCH_250K,1242,all,all,679,0.020352300256490707,0.05354440212249756,0.0023255152627825737
MATCH_250K,1242,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,1242,log_life_lt_3,3.0,4,0.24580061435699463,0.25149068236351013,-0.24580061435699463
MATCH_250K,1242,log_life_lt_4,4.0,10,0.16396932303905487,0.18497860431671143,-0.1244884505867958
MATCH_250K,1242,log_life_lt_5,5.0,100,0.04391055181622505,0.0993603765964508,-0.012124567292630672
MATCH_250K,1242,log_life_lt_6,6.0,261,0.026070725172758102,0.07093768566846848,-0.0026881794910877943
MATCH_250K,2450,all,all,679,0.01968899555504322,0.05566028878092766,0.0047304024919867516
MATCH_250K,2450,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,2450,log_life_lt_3,3.0,4,0.06384468078613281,0.0858665183186531,-0.03259468078613281
MATCH_250K,2450,log_life_lt_4,4.0,14,0.12385700643062592,0.16809912025928497,-0.008325661532580853
MATCH_250K,2450,log_life_lt_5,5.0,53,0.07604548335075378,0.15590998530387878,0.03041980415582657
MATCH_250K,2450,log_life_lt_6,6.0,231,0.029539581388235092,0.08186659216880798,0.014757586643099785
MATCH_250K,1578,all,all,679,0.021249497309327126,0.06073490157723427,-0.0007300060824491084
MATCH_250K,1578,log_life_lt_2,2.0,3,0.25363680720329285,0.2662469446659088,0.25363680720329285
MATCH_250K,1578,log_life_lt_3,3.0,8,0.14070691168308258,0.17929112911224365,0.050750091671943665
MATCH_250K,1578,log_life_lt_4,4.0,33,0.07800482213497162,0.11693117022514343,-0.017711108550429344
MATCH_250K,1578,log_life_lt_5,5.0,161,0.030971422791481018,0.0640353113412857,-0.014455895870923996
MATCH_250K,1578,log_life_lt_6,6.0,292,0.02890111319720745,0.08128874748945236,-0.0036577896680682898
MATCH_250K,4625,all,all,679,0.022198423743247986,0.05467137321829796,0.009948219172656536
MATCH_250K,4625,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K,4625,log_life_lt_3,3.0,3,0.030970096588134766,0.0434199720621109,-0.01957782171666622
MATCH_250K,4625,log_life_lt_4,4.0,8,0.07571008801460266,0.08934242278337479,-0.01817426085472107
MATCH_250K,4625,log_life_lt_5,5.0,46,0.07931477576494217,0.13357722759246826,0.0392996184527874
MATCH_250K,4625,log_life_lt_6,6.0,223,0.03918098658323288,0.08776313811540604,0.023881642147898674
MATCH_250K,3116,all,all,679,0.02162868343293667,0.056343741714954376,0.009086849167943
MATCH_250K,3116,log_life_lt_2,2.0,1,0.38189852237701416,0.38189852237701416,0.38189852237701416
MATCH_250K,3116,log_life_lt_3,3.0,4,0.3447117507457733,0.34699583053588867,0.3447117507457733
MATCH_250K,3116,log_life_lt_4,4.0,8,0.25026261806488037,0.27733081579208374,0.21373383700847626
MATCH_250K,3116,log_life_lt_5,5.0,31,0.12017529457807541,0.17123600840568542,0.08328084647655487
MATCH_250K,3116,log_life_lt_6,6.0,210,0.03671620786190033,0.08903256058692932,0.023688752204179764
MATCH_250K,69,all,all,679,0.017690634354948997,0.050496261566877365,-0.0017293104901909828
MATCH_250K,69,log_life_lt_2,2.0,1,0.13241469860076904,0.13241469860076904,0.13241469860076904
MATCH_250K,69,log_life_lt_3,3.0,3,0.13642728328704834,0.15316860377788544,0.13642728328704834
MATCH_250K,69,log_life_lt_4,4.0,5,0.1431548297405243,0.17972856760025024,0.020557904615998268
MATCH_250K,69,log_life_lt_5,5.0,44,0.04882600158452988,0.09401018917560577,-0.02024446614086628
MATCH_250K,69,log_life_lt_6,6.0,230,0.023528579622507095,0.06655781716108322,0.002136890310794115
MATCH_250K,859,all,all,679,0.01686054840683937,0.0477355532348156,0.0009025249164551497
MATCH_250K,859,log_life_lt_2,2.0,2,0.4358234405517578,0.4504435956478119,0.4358234405517578
MATCH_250K,859,log_life_lt_3,3.0,4,0.3973190188407898,0.4351763129234314,0.3973190188407898
MATCH_250K,859,log_life_lt_4,4.0,9,0.27461159229278564,0.33373644948005676,0.23207664489746094
MATCH_250K,859,log_life_lt_5,5.0,99,0.039155684411525726,0.10717890411615372,0.029242265969514847
MATCH_250K,859,log_life_lt_6,6.0,252,0.02182711288332939,0.0698104053735733,0.013597172684967518
MATCH_250K,2753,all,all,679,0.021729888394474983,0.04225333780050278,-0.005065229255706072
MATCH_250K,2753,log_life_lt_2,2.0,3,0.16499459743499756,0.17015813291072845,0.16499459743499756
MATCH_250K,2753,log_life_lt_3,3.0,5,0.18324348330497742,0.1894095093011856,0.18324348330497742
MATCH_250K,2753,log_life_lt_4,4.0,22,0.10385861247777939,0.13496710360050201,0.0012201233766973019
